mes;cuit;tipo;monto
04/2018;30-54634367-3;101421.89;"Comp. Usuario con discapacidad"
04/2018;30-54635841-7;141377.80;"Comp. Usuario con discapacidad"
04/2018;30-54637090-5;101421.89;"Comp. Usuario con discapacidad"
04/2018;30-54639386-7;385467.97;"Comp. Usuario con discapacidad"
04/2018;30-54640151-7;203487.89;"Comp. Usuario con discapacidad"
04/2018;30-54641680-8;297199.34;"Comp. Usuario con discapacidad"
04/2018;30-54657368-7;31795.88;"Comp. Usuario con discapacidad"
04/2018;30-54662272-6;194976.93;"Comp. Usuario con discapacidad"
04/2018;30-55076210-9;248782.92;"Comp. Usuario con discapacidad"
04/2018;30-56178540-2;728719.14;"Comp. Usuario con discapacidad"
04/2018;30-56238208-5;207120.00;"Comp. Usuario con discapacidad"
04/2018;30-56354526-3;37647.38;"Comp. Usuario con discapacidad"
04/2018;30-56394131-2;8117.43;"Comp. Usuario con discapacidad"
04/2018;30-56468014-8;228407.50;"Comp. Usuario con discapacidad"
04/2018;30-56610811-5;8883.20;"Comp. Usuario con discapacidad"
04/2018;30-56932483-8;269558.04;"Comp. Usuario con discapacidad"
04/2018;30-57733887-2;1162648.38;"Comp. Usuario con discapacidad"
04/2018;30-57945598-1;8070.90;"Comp. Usuario con discapacidad"
04/2018;30-58121405-3;474546.09;"Comp. Usuario con discapacidad"
04/2018;30-59033015-5;23087.58;"Comp. Usuario con discapacidad"
04/2018;30-60597072-5;361239.01;"Comp. Usuario con discapacidad"
04/2018;30-61035814-0;26806.01;"Comp. Usuario con discapacidad"
04/2018;30-61133884-4;2927546.04;"Comp. Usuario con discapacidad"
04/2018;30-61322839-6;455281.78;"Comp. Usuario con discapacidad"
04/2018;30-61580178-6;36553.65;"Comp. Usuario con discapacidad"
04/2018;30-62629625-0;288831.89;"Comp. Usuario con discapacidad"
04/2018;30-62730398-6;257848.32;"Comp. Usuario con discapacidad"
04/2018;30-62834410-4;21932.19;"Comp. Usuario con discapacidad"
04/2018;30-62944722-5;36525.06;"Comp. Usuario con discapacidad"
04/2018;30-63380097-5;657863.75;"Comp. Usuario con discapacidad"
04/2018;30-64392215-7;666526.64;"Comp. Usuario con discapacidad"
04/2018;30-64472067-1;287301.46;"Comp. Usuario con discapacidad"
04/2018;30-65108882-4;678212.26;"Comp. Usuario con discapacidad"
04/2018;30-65289644-4;337332.96;"Comp. Usuario con discapacidad"
04/2018;30-65829220-6;3058.61;"Comp. Usuario con discapacidad"
04/2018;30-66419466-6;52318.17;"Comp. Usuario con discapacidad"
04/2018;30-67437645-2;380461.29;"Comp. Usuario con discapacidad"
04/2018;30-67611410-2;413767.97;"Comp. Usuario con discapacidad"
04/2018;30-68784108-1;110705.35;"Comp. Usuario con discapacidad"
04/2018;30-68902450-1;256455.80;"Comp. Usuario con discapacidad"
04/2018;30-69444027-0;32027.96;"Comp. Usuario con discapacidad"
04/2018;30-70721568-9;1803885.42;"Comp. Usuario con discapacidad"
04/2018;30-70742374-5;8182.46;"Comp. Usuario con discapacidad"
04/2018;30-70787028-8;14853.55;"Comp. Usuario con discapacidad"
04/2018;30-70939332-0;48242.08;"Comp. Usuario con discapacidad"
04/2018;30-71124418-9;24306.32;"Comp. Usuario con discapacidad"
04/2018;33-54641970-9;79953.87;"Comp. Usuario con discapacidad"
04/2018;33-54662883-9;324120.84;"Comp. Usuario con discapacidad"
04/2018;33-56802704-9;34335.38;"Comp. Usuario con discapacidad"
04/2018;33-60077099-9;187288.36;"Comp. Usuario con discapacidad"
04/2018;33-60274919-9;259105.17;"Comp. Usuario con discapacidad"
04/2018;33-64571375-9;63104.60;"Comp. Usuario con discapacidad"
04/2018;33-65973590-9;1085.31;"Comp. Usuario con discapacidad"
04/2018;33-70818048-9;34236.71;"Comp. Usuario con discapacidad"
03/2018;23-13418186-9;65840.74;"Comp. Usuario con discapacidad"
03/2018;30-53313348-3;244677.03;"Comp. Usuario con discapacidad"
03/2018;30-54408966-4;19469.74;"Comp. Usuario con discapacidad"
03/2018;30-54578922-8;168109.12;"Comp. Usuario con discapacidad"
03/2018;30-54622131-4;836512.14;"Comp. Usuario con discapacidad"
03/2018;30-54622766-5;1035624.97;"Comp. Usuario con discapacidad"
03/2018;30-54623424-6;117226.53;"Comp. Usuario con discapacidad"
03/2018;30-54624380-6;452309.30;"Comp. Usuario con discapacidad"
03/2018;30-54624762-3;712761.73;"Comp. Usuario con discapacidad"
03/2018;30-54625314-3;415834.11;"Comp. Usuario con discapacidad"
03/2018;30-54625840-4;584509.14;"Comp. Usuario con discapacidad"
03/2018;30-54626164-2;15943.66;"Comp. Usuario con discapacidad"
03/2018;30-54626201-0;120577.56;"Comp. Usuario con discapacidad"
03/2018;30-54633302-3;636825.57;"Comp. Usuario con discapacidad"
03/2018;30-54633760-6;237424.21;"Comp. Usuario con discapacidad"
03/2018;30-54633944-7;663500.05;"Comp. Usuario con discapacidad"
03/2018;30-54634367-3;103405.94;"Comp. Usuario con discapacidad"
03/2018;30-54635841-7;161384.59;"Comp. Usuario con discapacidad"
03/2018;30-54637090-5;82638.22;"Comp. Usuario con discapacidad"
03/2018;30-54639386-7;336973.31;"Comp. Usuario con discapacidad"
03/2018;30-54640151-7;225199.98;"Comp. Usuario con discapacidad"
03/2018;30-54641680-8;310305.10;"Comp. Usuario con discapacidad"
03/2018;30-54657368-7;31367.91;"Comp. Usuario con discapacidad"
03/2018;30-54662272-6;229030.17;"Comp. Usuario con discapacidad"
03/2018;30-55076210-9;280480.76;"Comp. Usuario con discapacidad"
03/2018;30-56178540-2;706915.58;"Comp. Usuario con discapacidad"
03/2018;30-56238208-5;174037.83;"Comp. Usuario con discapacidad"
03/2018;30-56354526-3;36157.49;"Comp. Usuario con discapacidad"
03/2018;30-56394131-2;8556.03;"Comp. Usuario con discapacidad"
03/2018;30-56468014-8;222448.29;"Comp. Usuario con discapacidad"
03/2018;30-56610811-5;9762.04;"Comp. Usuario con discapacidad"
03/2018;30-56932483-8;290921.06;"Comp. Usuario con discapacidad"
03/2018;30-57733887-2;1367543.77;"Comp. Usuario con discapacidad"
03/2018;30-57945598-1;648.99;"Comp. Usuario con discapacidad"
03/2018;30-58121405-3;451763.25;"Comp. Usuario con discapacidad"
03/2018;30-59033015-5;19496.91;"Comp. Usuario con discapacidad"
03/2018;30-60597072-5;329758.11;"Comp. Usuario con discapacidad"
03/2018;30-61035814-0;43157.92;"Comp. Usuario con discapacidad"
03/2018;30-61133884-4;2908836.94;"Comp. Usuario con discapacidad"
03/2018;30-61322839-6;440510.41;"Comp. Usuario con discapacidad"
03/2018;30-61580178-6;36235.35;"Comp. Usuario con discapacidad"
03/2018;30-62629625-0;264166.62;"Comp. Usuario con discapacidad"
03/2018;30-62730398-6;279142.02;"Comp. Usuario con discapacidad"
03/2018;30-62834410-4;14277.81;"Comp. Usuario con discapacidad"
03/2018;30-62944722-5;41990.05;"Comp. Usuario con discapacidad"
03/2018;30-63380097-5;605587.25;"Comp. Usuario con discapacidad"
03/2018;30-64392215-7;613450.91;"Comp. Usuario con discapacidad"
03/2018;30-64472067-1;280513.68;"Comp. Usuario con discapacidad"
03/2018;30-65108882-4;631933.05;"Comp. Usuario con discapacidad"
03/2018;30-65289644-4;317173.85;"Comp. Usuario con discapacidad"
03/2018;30-65829220-6;1747.36;"Comp. Usuario con discapacidad"
03/2018;30-66419466-6;49815.57;"Comp. Usuario con discapacidad"
03/2018;30-67437645-2;360927.46;"Comp. Usuario con discapacidad"
03/2018;30-67611410-2;417873.05;"Comp. Usuario con discapacidad"
03/2018;30-68784108-1;102540.62;"Comp. Usuario con discapacidad"
03/2018;30-68902450-1;212652.81;"Comp. Usuario con discapacidad"
03/2018;30-69444027-0;34612.87;"Comp. Usuario con discapacidad"
03/2018;30-70721568-9;1799785.55;"Comp. Usuario con discapacidad"
03/2018;30-70742374-5;9774.58;"Comp. Usuario con discapacidad"
03/2018;30-70787028-8;15792.12;"Comp. Usuario con discapacidad"
03/2018;30-70939332-0;47147.49;"Comp. Usuario con discapacidad"
03/2018;30-71124418-9;23884.13;"Comp. Usuario con discapacidad"
03/2018;33-54641970-9;84585.20;"Comp. Usuario con discapacidad"
03/2018;33-54662883-9;308801.24;"Comp. Usuario con discapacidad"
03/2018;33-56802704-9;33751.73;"Comp. Usuario con discapacidad"
03/2018;33-60077099-9;152897.02;"Comp. Usuario con discapacidad"
03/2018;33-60274919-9;270195.66;"Comp. Usuario con discapacidad"
03/2018;33-64571375-9;53585.15;"Comp. Usuario con discapacidad"
03/2018;33-65973590-9;551.80;"Comp. Usuario con discapacidad"
03/2018;33-70818048-9;37154.49;"Comp. Usuario con discapacidad"
02/2018;23-13418186-9;65722.10;"Comp. Usuario con discapacidad"
02/2018;30-53313348-3;206536.42;"Comp. Usuario con discapacidad"
02/2018;30-54408966-4;23824.60;"Comp. Usuario con discapacidad"
02/2018;30-54578922-8;145987.53;"Comp. Usuario con discapacidad"
02/2018;30-54622131-4;867597.95;"Comp. Usuario con discapacidad"
02/2018;30-54622766-5;931381.11;"Comp. Usuario con discapacidad"
02/2018;30-54623424-6;110906.86;"Comp. Usuario con discapacidad"
02/2018;30-54624380-6;378852.36;"Comp. Usuario con discapacidad"
02/2018;30-54624762-3;819430.82;"Comp. Usuario con discapacidad"
02/2018;30-54625314-3;399675.42;"Comp. Usuario con discapacidad"
02/2018;30-54625840-4;604555.59;"Comp. Usuario con discapacidad"
02/2018;30-54626164-2;12565.51;"Comp. Usuario con discapacidad"
02/2018;30-54626201-0;100701.30;"Comp. Usuario con discapacidad"
02/2018;30-54633302-3;626807.73;"Comp. Usuario con discapacidad"
02/2018;30-54633760-6;218889.92;"Comp. Usuario con discapacidad"
02/2018;30-54633944-7;748780.35;"Comp. Usuario con discapacidad"
02/2018;30-54634367-3;97283.79;"Comp. Usuario con discapacidad"
02/2018;30-54635841-7;197083.01;"Comp. Usuario con discapacidad"
02/2018;30-54637090-5;86520.92;"Comp. Usuario con discapacidad"
02/2018;30-54639386-7;356643.13;"Comp. Usuario con discapacidad"
02/2018;30-54640151-7;184155.05;"Comp. Usuario con discapacidad"
02/2018;30-54641680-8;301977.69;"Comp. Usuario con discapacidad"
02/2018;30-54657368-7;29467.27;"Comp. Usuario con discapacidad"
02/2018;30-54662272-6;241674.13;"Comp. Usuario con discapacidad"
02/2018;30-55076210-9;341737.86;"Comp. Usuario con discapacidad"
02/2018;30-56178540-2;824123.96;"Comp. Usuario con discapacidad"
02/2018;30-56238208-5;153605.99;"Comp. Usuario con discapacidad"
02/2018;30-56354526-3;37944.90;"Comp. Usuario con discapacidad"
02/2018;30-56394131-2;5611.37;"Comp. Usuario con discapacidad"
02/2018;30-56468014-8;226455.38;"Comp. Usuario con discapacidad"
02/2018;30-56610811-5;12476.67;"Comp. Usuario con discapacidad"
02/2018;30-56932483-8;303069.57;"Comp. Usuario con discapacidad"
02/2018;30-57733887-2;1633877.24;"Comp. Usuario con discapacidad"
02/2018;30-57945598-1;1609.31;"Comp. Usuario con discapacidad"
02/2018;30-58121405-3;448929.39;"Comp. Usuario con discapacidad"
02/2018;30-59033015-5;19545.91;"Comp. Usuario con discapacidad"
02/2018;30-60597072-5;280594.81;"Comp. Usuario con discapacidad"
02/2018;30-61035814-0;47753.70;"Comp. Usuario con discapacidad"
02/2018;30-61133884-4;2891249.43;"Comp. Usuario con discapacidad"
02/2018;30-61322839-6;315285.26;"Comp. Usuario con discapacidad"
02/2018;30-61580178-6;40616.82;"Comp. Usuario con discapacidad"
02/2018;30-62629625-0;296208.82;"Comp. Usuario con discapacidad"
02/2018;30-62730398-6;376491.41;"Comp. Usuario con discapacidad"
02/2018;30-62834410-4;8777.48;"Comp. Usuario con discapacidad"
02/2018;30-62944722-5;40293.24;"Comp. Usuario con discapacidad"
02/2018;30-63380097-5;519921.11;"Comp. Usuario con discapacidad"
02/2018;30-64392215-7;573814.20;"Comp. Usuario con discapacidad"
02/2018;30-64472067-1;257646.54;"Comp. Usuario con discapacidad"
02/2018;30-65108882-4;630665.93;"Comp. Usuario con discapacidad"
02/2018;30-65289644-4;321779.53;"Comp. Usuario con discapacidad"
02/2018;30-65829220-6;3820.34;"Comp. Usuario con discapacidad"
02/2018;30-66419466-6;39258.40;"Comp. Usuario con discapacidad"
02/2018;30-67437645-2;334219.35;"Comp. Usuario con discapacidad"
02/2018;30-67611410-2;404295.86;"Comp. Usuario con discapacidad"
02/2018;30-68784108-1;96552.33;"Comp. Usuario con discapacidad"
02/2018;30-68902450-1;217033.77;"Comp. Usuario con discapacidad"
02/2018;30-69444027-0;42111.03;"Comp. Usuario con discapacidad"
02/2018;30-70721568-9;1834072.34;"Comp. Usuario con discapacidad"
02/2018;30-70742374-5;9860.79;"Comp. Usuario con discapacidad"
02/2018;30-70787028-8;10240.40;"Comp. Usuario con discapacidad"
02/2018;30-70939332-0;43634.52;"Comp. Usuario con discapacidad"
02/2018;30-71124418-9;29729.77;"Comp. Usuario con discapacidad"
02/2018;33-54641970-9;77534.45;"Comp. Usuario con discapacidad"
02/2018;33-54662883-9;290039.14;"Comp. Usuario con discapacidad"
02/2018;33-56802704-9;32872.66;"Comp. Usuario con discapacidad"
02/2018;33-60077099-9;107419.70;"Comp. Usuario con discapacidad"
02/2018;33-60274919-9;254876.70;"Comp. Usuario con discapacidad"
02/2018;33-64571375-9;59352.52;"Comp. Usuario con discapacidad"
02/2018;33-65973590-9;444.23;"Comp. Usuario con discapacidad"
02/2018;33-70818048-9;30118.46;"Comp. Usuario con discapacidad"
01/2018;23-13418186-9;58873.75;"Comp. Usuario con discapacidad"
01/2018;30-53313348-3;206641.89;"Comp. Usuario con discapacidad"
01/2018;30-54408966-4;18938.02;"Comp. Usuario con discapacidad"
01/2018;30-54578922-8;148031.48;"Comp. Usuario con discapacidad"
01/2018;30-54622131-4;860498.01;"Comp. Usuario con discapacidad"
01/2018;30-54622766-5;893763.34;"Comp. Usuario con discapacidad"
01/2018;30-54623424-6;89511.10;"Comp. Usuario con discapacidad"
01/2018;30-54624380-6;345622.35;"Comp. Usuario con discapacidad"
01/2018;30-54624762-3;756496.47;"Comp. Usuario con discapacidad"
01/2018;30-54625314-3;361464.78;"Comp. Usuario con discapacidad"
01/2018;30-54625840-4;613879.24;"Comp. Usuario con discapacidad"
01/2018;30-54626164-2;2404.83;"Comp. Usuario con discapacidad"
01/2018;30-54626201-0;111479.35;"Comp. Usuario con discapacidad"
01/2018;30-54633302-3;635231.77;"Comp. Usuario con discapacidad"
01/2018;30-54633760-6;229292.20;"Comp. Usuario con discapacidad"
01/2018;30-54633944-7;742528.81;"Comp. Usuario con discapacidad"
01/2018;30-54634367-3;99569.94;"Comp. Usuario con discapacidad"
01/2018;30-54635841-7;177628.58;"Comp. Usuario con discapacidad"
01/2018;30-54637090-5;87976.62;"Comp. Usuario con discapacidad"
01/2018;30-54639386-7;363850.73;"Comp. Usuario con discapacidad"
01/2018;30-54640151-7;212261.39;"Comp. Usuario con discapacidad"
01/2018;30-54641680-8;282762.82;"Comp. Usuario con discapacidad"
01/2018;30-54657368-7;20240.63;"Comp. Usuario con discapacidad"
01/2018;30-54662272-6;171219.57;"Comp. Usuario con discapacidad"
01/2018;30-55076210-9;342747.50;"Comp. Usuario con discapacidad"
01/2018;30-56178540-2;894417.79;"Comp. Usuario con discapacidad"
01/2018;30-56238208-5;141123.41;"Comp. Usuario con discapacidad"
01/2018;30-56354526-3;31761.35;"Comp. Usuario con discapacidad"
01/2018;30-56394131-2;8787.69;"Comp. Usuario con discapacidad"
01/2018;30-56468014-8;202298.39;"Comp. Usuario con discapacidad"
01/2018;30-56610811-5;11823.74;"Comp. Usuario con discapacidad"
01/2018;30-56932483-8;272824.03;"Comp. Usuario con discapacidad"
01/2018;30-57733887-2;1483979.13;"Comp. Usuario con discapacidad"
01/2018;30-57945598-1;4308.65;"Comp. Usuario con discapacidad"
01/2018;30-58121405-3;467296.57;"Comp. Usuario con discapacidad"
01/2018;30-59033015-5;18572.55;"Comp. Usuario con discapacidad"
01/2018;30-60597072-5;291280.41;"Comp. Usuario con discapacidad"
01/2018;30-61035814-0;51703.80;"Comp. Usuario con discapacidad"
01/2018;30-61133884-4;2950987.00;"Comp. Usuario con discapacidad"
01/2018;30-61322839-6;388002.11;"Comp. Usuario con discapacidad"
01/2018;30-61580178-6;47094.54;"Comp. Usuario con discapacidad"
01/2018;30-62629625-0;322216.91;"Comp. Usuario con discapacidad"
01/2018;30-62730398-6;434973.22;"Comp. Usuario con discapacidad"
01/2018;30-62834410-4;8717.50;"Comp. Usuario con discapacidad"
01/2018;30-62944722-5;36583.59;"Comp. Usuario con discapacidad"
01/2018;30-63380097-5;507731.36;"Comp. Usuario con discapacidad"
01/2018;30-64392215-7;584350.88;"Comp. Usuario con discapacidad"
01/2018;30-64472067-1;255985.88;"Comp. Usuario con discapacidad"
01/2018;30-65108882-4;683147.28;"Comp. Usuario con discapacidad"
01/2018;30-65289644-4;341277.40;"Comp. Usuario con discapacidad"
01/2018;30-65829220-6;2470.66;"Comp. Usuario con discapacidad"
01/2018;30-66419466-6;38447.23;"Comp. Usuario con discapacidad"
01/2018;30-67437645-2;348255.17;"Comp. Usuario con discapacidad"
01/2018;30-67611410-2;421695.84;"Comp. Usuario con discapacidad"
01/2018;30-68784108-1;104910.61;"Comp. Usuario con discapacidad"
01/2018;30-68902450-1;211424.44;"Comp. Usuario con discapacidad"
01/2018;30-69444027-0;53106.61;"Comp. Usuario con discapacidad"
01/2018;30-70721568-9;1818127.72;"Comp. Usuario con discapacidad"
01/2018;30-70742374-5;4790.29;"Comp. Usuario con discapacidad"
01/2018;30-70787028-8;13627.36;"Comp. Usuario con discapacidad"
01/2018;30-70939332-0;47418.38;"Comp. Usuario con discapacidad"
01/2018;30-71124418-9;40969.20;"Comp. Usuario con discapacidad"
01/2018;33-54641970-9;79760.12;"Comp. Usuario con discapacidad"
01/2018;33-54662883-9;301610.81;"Comp. Usuario con discapacidad"
01/2018;33-56802704-9;17550.21;"Comp. Usuario con discapacidad"
01/2018;33-60077099-9;98698.14;"Comp. Usuario con discapacidad"
01/2018;33-60274919-9;244133.58;"Comp. Usuario con discapacidad"
01/2018;33-64571375-9;64454.52;"Comp. Usuario con discapacidad"
01/2018;33-70818048-9;29733.12;"Comp. Usuario con discapacidad"
12/2017;23-13418186-9;72106.37;"Comp. Usuario con discapacidad"
12/2017;30-53313348-3;338730.40;"Comp. Usuario con discapacidad"
12/2017;30-54408966-4;24660.05;"Comp. Usuario con discapacidad"
12/2017;30-54578922-8;174036.18;"Comp. Usuario con discapacidad"
12/2017;30-54622766-5;1021042.19;"Comp. Usuario con discapacidad"
12/2017;30-54623424-6;180898.64;"Comp. Usuario con discapacidad"
12/2017;30-54626164-2;4258.00;"Comp. Usuario con discapacidad"
12/2017;30-54626201-0;96114.65;"Comp. Usuario con discapacidad"
12/2017;30-54633760-6;244514.43;"Comp. Usuario con discapacidad"
12/2017;30-54634367-3;98640.22;"Comp. Usuario con discapacidad"
12/2017;30-54639386-7;341470.93;"Comp. Usuario con discapacidad"
12/2017;30-54640151-7;199560.86;"Comp. Usuario con discapacidad"
12/2017;30-54657368-7;13371.23;"Comp. Usuario con discapacidad"
12/2017;30-54662272-6;189285.97;"Comp. Usuario con discapacidad"
12/2017;30-56178540-2;730778.40;"Comp. Usuario con discapacidad"
12/2017;30-56394131-2;10357.49;"Comp. Usuario con discapacidad"
12/2017;30-56468014-8;242175.76;"Comp. Usuario con discapacidad"
12/2017;30-56610811-5;438.40;"Comp. Usuario con discapacidad"
12/2017;30-56932483-8;294431.25;"Comp. Usuario con discapacidad"
12/2017;30-57733887-2;1300806.60;"Comp. Usuario con discapacidad"
12/2017;30-57945598-1;5101.97;"Comp. Usuario con discapacidad"
12/2017;30-58121405-3;471108.43;"Comp. Usuario con discapacidad"
12/2017;30-59033015-5;25439.96;"Comp. Usuario con discapacidad"
12/2017;30-60597072-5;342344.56;"Comp. Usuario con discapacidad"
12/2017;30-61035814-0;42415.29;"Comp. Usuario con discapacidad"
12/2017;30-61580178-6;47128.10;"Comp. Usuario con discapacidad"
12/2017;30-62629625-0;262678.95;"Comp. Usuario con discapacidad"
12/2017;30-62834410-4;13152.03;"Comp. Usuario con discapacidad"
12/2017;30-62944722-5;40223.82;"Comp. Usuario con discapacidad"
12/2017;30-63380097-5;581727.36;"Comp. Usuario con discapacidad"
12/2017;30-64392215-7;616574.95;"Comp. Usuario con discapacidad"
12/2017;30-64472067-1;282306.39;"Comp. Usuario con discapacidad"
12/2017;30-65108882-4;623596.77;"Comp. Usuario con discapacidad"
12/2017;30-65289644-4;324752.39;"Comp. Usuario con discapacidad"
12/2017;30-66419466-6;45374.50;"Comp. Usuario con discapacidad"
12/2017;30-67437645-2;349061.41;"Comp. Usuario con discapacidad"
12/2017;30-68784108-1;108175.44;"Comp. Usuario con discapacidad"
12/2017;30-70742374-5;12934.95;"Comp. Usuario con discapacidad"
12/2017;30-70787028-8;18632.04;"Comp. Usuario con discapacidad"
12/2017;30-71124418-9;48828.76;"Comp. Usuario con discapacidad"
12/2017;33-54662883-9;303478.30;"Comp. Usuario con discapacidad"
12/2017;33-60077099-9;121623.44;"Comp. Usuario con discapacidad"
12/2017;33-65973590-9;559.12;"Comp. Usuario con discapacidad"
12/2017;33-70818048-9;37088.30;"Comp. Usuario con discapacidad"
11/2017;23-13418186-9;76386.33;"Comp. Usuario con discapacidad"
11/2017;30-53313348-3;383538.13;"Comp. Usuario con discapacidad"
11/2017;30-54408966-4;38872.31;"Comp. Usuario con discapacidad"
11/2017;30-54578922-8;176954.79;"Comp. Usuario con discapacidad"
11/2017;30-54622766-5;1023834.69;"Comp. Usuario con discapacidad"
11/2017;30-54623424-6;170341.74;"Comp. Usuario con discapacidad"
11/2017;30-54626164-2;13593.92;"Comp. Usuario con discapacidad"
11/2017;30-54626201-0;121978.05;"Comp. Usuario con discapacidad"
11/2017;30-54633760-6;259145.41;"Comp. Usuario con discapacidad"
11/2017;30-54634367-3;110080.88;"Comp. Usuario con discapacidad"
11/2017;30-54639386-7;382829.63;"Comp. Usuario con discapacidad"
11/2017;30-54640151-7;213992.97;"Comp. Usuario con discapacidad"
11/2017;30-54662272-6;195956.92;"Comp. Usuario con discapacidad"
11/2017;30-55076210-9;321324.04;"Comp. Usuario con discapacidad"
11/2017;30-56178540-2;780412.59;"Comp. Usuario con discapacidad"
11/2017;30-56394131-2;10148.36;"Comp. Usuario con discapacidad"
11/2017;30-56468014-8;256909.11;"Comp. Usuario con discapacidad"
11/2017;30-56610811-5;5567.19;"Comp. Usuario con discapacidad"
11/2017;30-56932483-8;255170.26;"Comp. Usuario con discapacidad"
11/2017;30-57733887-2;1277636.70;"Comp. Usuario con discapacidad"
11/2017;30-57945598-1;11810.76;"Comp. Usuario con discapacidad"
11/2017;30-58121405-3;411057.24;"Comp. Usuario con discapacidad"
11/2017;30-59033015-5;23203.84;"Comp. Usuario con discapacidad"
11/2017;30-60597072-5;341455.68;"Comp. Usuario con discapacidad"
11/2017;30-61035814-0;35890.95;"Comp. Usuario con discapacidad"
11/2017;30-61580178-6;49077.72;"Comp. Usuario con discapacidad"
11/2017;30-62629625-0;220144.58;"Comp. Usuario con discapacidad"
11/2017;30-62834410-4;18232.15;"Comp. Usuario con discapacidad"
11/2017;30-62944722-5;48476.13;"Comp. Usuario con discapacidad"
11/2017;30-63380097-5;619860.81;"Comp. Usuario con discapacidad"
11/2017;30-64392215-7;669665.87;"Comp. Usuario con discapacidad"
11/2017;30-64472067-1;291653.39;"Comp. Usuario con discapacidad"
11/2017;30-65108882-4;650793.91;"Comp. Usuario con discapacidad"
11/2017;30-65289644-4;339319.65;"Comp. Usuario con discapacidad"
11/2017;30-66419466-6;46784.37;"Comp. Usuario con discapacidad"
11/2017;30-67437645-2;368732.72;"Comp. Usuario con discapacidad"
11/2017;30-68784108-1;111800.89;"Comp. Usuario con discapacidad"
11/2017;30-70742374-5;15287.90;"Comp. Usuario con discapacidad"
11/2017;30-70787028-8;17658.81;"Comp. Usuario con discapacidad"
11/2017;30-71124418-9;37142.32;"Comp. Usuario con discapacidad"
11/2017;33-54662883-9;307974.41;"Comp. Usuario con discapacidad"
11/2017;33-60077099-9;124872.99;"Comp. Usuario con discapacidad"
11/2017;33-65973590-9;292.49;"Comp. Usuario con discapacidad"
11/2017;33-70818048-9;36268.19;"Comp. Usuario con discapacidad"
10/2017;23-13418186-9;65049.09;"Comp. Usuario con discapacidad"
10/2017;30-53313348-3;430737.26;"Comp. Usuario con discapacidad"
10/2017;30-54408966-4;65835.54;"Comp. Usuario con discapacidad"
10/2017;30-54578922-8;180349.46;"Comp. Usuario con discapacidad"
10/2017;30-54622766-5;1030473.81;"Comp. Usuario con discapacidad"
10/2017;30-54623424-6;168641.01;"Comp. Usuario con discapacidad"
10/2017;30-54626164-2;14474.73;"Comp. Usuario con discapacidad"
10/2017;30-54626201-0;112245.12;"Comp. Usuario con discapacidad"
10/2017;30-54633760-6;246637.20;"Comp. Usuario con discapacidad"
10/2017;30-54634367-3;114778.31;"Comp. Usuario con discapacidad"
10/2017;30-54639386-7;391472.82;"Comp. Usuario con discapacidad"
10/2017;30-54640151-7;209771.80;"Comp. Usuario con discapacidad"
10/2017;30-54662272-6;224883.74;"Comp. Usuario con discapacidad"
10/2017;30-55076210-9;276100.34;"Comp. Usuario con discapacidad"
10/2017;30-56178540-2;820082.13;"Comp. Usuario con discapacidad"
10/2017;30-56394131-2;7798.56;"Comp. Usuario con discapacidad"
10/2017;30-56468014-8;234427.36;"Comp. Usuario con discapacidad"
10/2017;30-56610811-5;12195.31;"Comp. Usuario con discapacidad"
10/2017;30-56932483-8;252496.18;"Comp. Usuario con discapacidad"
10/2017;30-57733887-2;1232303.40;"Comp. Usuario con discapacidad"
10/2017;30-57945598-1;5553.79;"Comp. Usuario con discapacidad"
10/2017;30-58121405-3;473092.72;"Comp. Usuario con discapacidad"
10/2017;30-59033015-5;27446.99;"Comp. Usuario con discapacidad"
10/2017;30-60597072-5;336034.42;"Comp. Usuario con discapacidad"
10/2017;30-61035814-0;40496.38;"Comp. Usuario con discapacidad"
10/2017;30-61580178-6;45818.76;"Comp. Usuario con discapacidad"
10/2017;30-62629625-0;225159.86;"Comp. Usuario con discapacidad"
10/2017;30-62834410-4;12148.91;"Comp. Usuario con discapacidad"
10/2017;30-62944722-5;41405.24;"Comp. Usuario con discapacidad"
10/2017;30-63380097-5;583427.33;"Comp. Usuario con discapacidad"
10/2017;30-64392215-7;698979.23;"Comp. Usuario con discapacidad"
10/2017;30-64472067-1;270217.33;"Comp. Usuario con discapacidad"
10/2017;30-65108882-4;730599.95;"Comp. Usuario con discapacidad"
10/2017;30-65289644-4;358485.46;"Comp. Usuario con discapacidad"
10/2017;30-66419466-6;57389.15;"Comp. Usuario con discapacidad"
10/2017;30-67437645-2;372886.41;"Comp. Usuario con discapacidad"
10/2017;30-68784108-1;119753.58;"Comp. Usuario con discapacidad"
10/2017;30-70742374-5;7320.09;"Comp. Usuario con discapacidad"
10/2017;30-70787028-8;13190.25;"Comp. Usuario con discapacidad"
10/2017;30-71124418-9;43980.91;"Comp. Usuario con discapacidad"
10/2017;33-54662883-9;405820.11;"Comp. Usuario con discapacidad"
10/2017;33-60077099-9;148216.75;"Comp. Usuario con discapacidad"
10/2017;33-70818048-9;40334.28;"Comp. Usuario con discapacidad"
09/2017;23-13418186-9;59334.66;"Comp. Usuario con discapacidad"
09/2017;30-53313348-3;408123.52;"Comp. Usuario con discapacidad"
09/2017;30-54408966-4;54193.80;"Comp. Usuario con discapacidad"
09/2017;30-54578922-8;191608.31;"Comp. Usuario con discapacidad"
09/2017;30-54622766-5;1060812.02;"Comp. Usuario con discapacidad"
